-1.6983910,1.4573673,2.1066303
-1.6727546,1.2618348,1.9793941
-1.6218581,1.0692240,1.8932993
-1.5432132,0.8859380,1.8501670
-1.4373408,0.7183801,1.8794491
-1.3062347,0.5687457,1.9194942
-1.1546291,0.4403134,1.9690109
-0.9871297,0.3336516,2.0238673
-0.8077911,0.2470202,2.0833825
-0.6215502,0.1780325,2.1911247
-0.4303061,0.1230793,2.3149821
-0.2362328,0.0798474,2.4643444
-0.0400603,0.0470800,2.6085352
0.1574313,0.0244624,2.7481250
0.3559966,0.0122305,2.8493607
0.5548484,0.0112081,2.9189238
0.7533007,0.0222784,2.9424643
0.9508429,0.0463055,2.9182909
1.1458679,0.0835995,2.8773598
1.3381808,0.1345357,2.8249537
1.5261101,0.1992412,2.7649777
1.7084945,0.2780095,2.6973732
1.8841842,0.3712606,2.6138077
2.0513692,0.4785441,2.5237518
2.2088784,0.5997664,2.4222556
2.3547464,0.7347402,2.3107535
2.4867470,0.8833619,2.2014930
2.6022198,1.0451302,2.1816383
2.6987101,1.2189199,2.2018557
2.7753296,1.4022959,2.2672024
2.8338751,1.5927625,2.4231654
2.8793357,1.7863361,2.5907992
2.9167296,1.9816075,2.7531552
2.9476861,2.1782951,2.9153128
2.9736179,2.3749068,3.0771547
2.9962037,2.5725146,3.2380253
3.0160774,2.7701586,3.1642442
3.0327674,2.9680330,2.9882389
3.0446421,3.1664416,2.8025307
3.0489781,3.3647986,2.6127537
3.0422261,3.5637705,2.4296688
3.0204546,3.7613132,2.2733668
2.9795891,3.9559306,2.1599520
2.9168007,4.1447763,2.0706005
2.8304400,4.3237842,2.0141629
2.7198145,4.4888413,2.0082167
2.5864766,4.6359956,2.0365198
2.4333149,4.7627380,2.0685610
2.2644648,4.8678115,2.1104672
2.0847766,4.9521186,2.1621149
1.8969674,5.0194739,2.2845972
1.7056716,5.0738654,2.4331396
1.5129712,5.1194969,2.6096572
1.3177851,5.1594675,2.7851397
1.1223693,5.1935852,2.8662752
0.9254835,5.2204969,2.8566514
0.7276284,5.2372850,2.7491371
0.5293568,5.2406779,2.6879617
0.3306336,5.2285999,2.6486472
0.1342187,5.2001015,2.6077308
-0.0585858,5.1546365,2.5534579
-0.2480777,5.0907699,2.4928114
-0.4285107,5.0094035,2.4297416
-0.6009498,4.9098640,2.3705501
-0.7625158,4.7934177,2.3157161
-0.9109714,4.6617874,2.2556559
-1.0460388,4.5149689,2.1996630
-1.1647534,4.3561677,2.2387905
-1.2679423,4.1858223,2.2789347
-1.3544555,4.0068900,2.3214614
-1.4240286,3.8202319,2.4057810
-1.4779820,3.6288727,2.5278236
-1.5204412,3.4334295,2.6752342
-1.5541165,3.2388459,2.8310851
-1.5829048,3.0401878,2.9892995
-1.6072567,2.8433128,3.1317667
-1.6285248,2.6460799,3.2455003
-1.6479263,2.4473604,3.1337548
-1.6659913,2.2504542,2.9522195
-1.6829495,2.0527488,2.7568156
-1.6970001,1.8549116,2.5421781
-1.7042394,1.6571503,2.4205591
-1.6983910,1.4573673,2.1066303
